#NUMBER;RN;SN;VN;NAME;LOCATION;STATUS;LATX;NS;VF;LONGX;EW;ELEV;TYPE;TIMEFRAME
1203-10-;12;03;-10-;Clear Lake;US-California;Holocene;38,96666667;N;*;-122,7666667;W;1439;Volcanic field;U
1203-11-;12;03;-11-;Mono Lake Volc Field;US-California;Tephrochronology;38;N;*;-119,0333333;W;2121;Cinder cones;D4
1203-12-;12;03;-12-;Mono Craters;US-California;Radiocarbon;37,88333333;N;;-119;W;2796;Lava domes;D6
1203-13-;12;03;-13-;Inyo Craters;US-California;Radiocarbon;37,69166667;N;;-119,0166667;W;2629;Lava domes;D6
1203-15-;12;03;-15-;Mammoth Mountain;US-California;Radiocarbon;37,63055556;N;;-119,0316667;W;3369;Lava domes;D6
1203-16-;12;03;-16-;Ubehebe Craters;US-California;Anthropology;37,01666667;N;;-117,45;W;752;Maars;D7
1203-17-;12;03;-17-;Golden Trout Creek;US-California;Tephrochronology;36,35833333;N;*;-118,3166667;W;2886;Volcanic field;D7
1203-18-;12;03;-18-;Coso Volc Field;US-California;Holocene?;36,03333333;N;*;-117,8166667;W;2400;Lava domes;?
1203-19-;12;03;-19-;Lavic Lake;US-California;Holocene?;34,75;N;*;-116,625;W;1495;Volcanic field;?
1203-20-;12;03;-20-;Salton Buttes;US-California;Hydration Rind;33,2;N;;-115,6166667;W;-40;Lava domes;D7
1204-01-;12;04;-01-;Shoshone Lava Field;US-Idaho;Holocene;43,18333333;N;;-114,35;W;1478;Shield volcano;D7
1204-02-;12;04;-02-;Craters of the Moon;US-Idaho;Radiocarbon;43,41666667;N;*;-113,5;W;2005;Cinder cones;D7
1204-03-;12;04;-03-;Wapi Lava Field;US-Idaho;Radiocarbon;42,88333333;N;*;-113,2166667;W;1604;Shield volcano;D7
1204-04-;12;04;-04-;Hell's Half Acre;US-Idaho;Radiocarbon;43,5;N;;-112,45;W;1631;Shield volcano;D7
1205-01-;12;05;-01-;Yellowstone;US-Wyoming;Tephrochronology;44,43333333;N;;-110,6666667;W;2805;Calderas;D7
1206-01-;12;06;-01-;Soda Lakes;US-Nevada;Holocene;39,53333333;N;;-118,8666667;W;1251;Maars;U
1207-01-;12;07;-01-;Santa Clara;US-Utah;Holocene?;37,25694444;N;*;-113,625;W;1465;Volcanic field;?
1207-03-;12;07;-03-;Bald Knoll;US-Utah;Holocene;37,32777778;N;;-112,4077778;W;2135;Cinder cones;U
1207-04-;12;07;-04-;Markagunt Plateau;US-Utah;Dendrochronology;37,58333333;N;*;-112,6666667;W;2840;Volcanic field;D6
1207-05-;12;07;-05-;Black Rock Desert;US-Utah;Radiocarbon;38,96666667;N;*;-112,5;W;1800;Volcanic field;D6
1208-01-;12;08;-01-;Dotsero;US-Colorado;Radiocarbon;39,66055556;N;;-107,035;W;2230;Maar;D7
1209-01-;12;09;-01-;Uinkaret Field;US-Arizona;Anthropology;36,38333333;N;*;-113,1333333;W;1555;Volcanic field;D6
1209-02-;12;09;-02-;Sunset Crater;US-Arizona;Dendrochronology;35,36666667;N;*;-111,5;W;2447;Cinder cone;D6
1210-01-;12;10;-01-;Carrizozo;US-New Mexico;Surface Exposure;33,78333333;N;;-105,9333333;W;1731;Cinder cones;D7
1210-02-;12;10;-02-;Zuni-Bandera;US-New Mexico;Anthropology;34,8;N;*;-108;W;2550;Volcanic field;D7
1301-01-;13;01;-01-;Endeavour Ridge;Pacific-NE;Uranium-series;47,95;N;;-129,1;W;-2050;Submarine volcano;D7
1301-011;13;01;-011;Cobb Segment;Pacific-NE;Uranium-series;46,88333333;N;;-129,3333333;W;-2100;Submarine volcano;D7
1301-02-;13;01;-02-;CoAxial Segment;Pacific-NE;Historical;46,51666667;N;;-129,5833333;W;-2400;Submarine volcano;D2
1301-021;13;01;-021;Axial Seamount;Pacific-NE;Historical;45,95;N;;-130;W;-1410;Submarine volcano;D2
1301-03-;13;01;-03-;Cleft Segment;Pacific-NE;Historical;44,83333333;N;;-130,3;W;-2140;Submarine volcano;D2
1301-031;13;01;-031;North Gorda Ridge;Pacific-NE;Historical;42,66666667;N;;-126,7833333;W;-3000;Submarine volcano;D2
1301-04-;13;01;-04-;Escanaba Segment;Pacific-NE;Uranium-series;40,98333333;N;;-127,5;W;-1700;Submarine volcano;D7
1301-05-;13;01;-05-;Unnamed;Pacific-NE;Uncertain;31,75;N;;-124,25;W;-2533;Submarine volcano?;?
1302-00-;13;02;-00-;Loihi;Hawaiian Is;Historical;18,91666667;N;;-155,2666667;W;-975;Submarine volcano;D2
1302-01-;13;02;-01-;Kilauea;Hawaiian Is;Historical;19,42111111;N;;-155,2866667;W;1222;Shield volcano;D1
1302-02=;13;02;-02-;Mauna Loa;Hawaiian Is;Historical;19,475;N;;-155,6083333;W;4170;Shield volcano;D2
1302-03-;13;02;-03-;Mauna Kea;Hawaiian Is;Radiocarbon;19,81666667;N;;-155,4666667;W;4205;Shield volcano;D7
1302-04-;13;02;-04-;Hualalai;Hawaiian Is;Historical;19,69166667;N;;-155,8666667;W;2523;Shield volcano;D3
1302-06-;13;02;-06-;Haleakala;Hawaiian Is;Anthropology;20,70833333;N;;-156,25;W;3055;Shield volcano;D4
1302-08-;13;02;-08-;Unnamed;Hawaiian Is;Uncertain;21,75;N;;-158,75;W;-3000;Submarine volcano?;?
1302-09-;13;02;-09-;Unnamed;Hawaiian Is;Historical;23,58333333;N;;-163,8333333;W;-4000;Submarine volcano;D2
1303-01-;13;03;-01-;Teahitia;Society Is-C Pacific;Seismicity;-17,56666667;S;;-148,85;W;-1400;Submarine volcano;D2
1303-02-;13;03;-02-;Rocard;Society Is-C Pacific;Seismicity;-17,64166667;S;;-148,6;W;-2100;Submarine volcano;D2
1303-03-;13;03;-03-;Moua Pihaa;Society Is-C Pacific;Seismicity;-18,31666667;S;;-148,6666667;W;-160;Submarine volcano;D2
1303-04-;13;03;-04-;Mehetia;Society Is-C Pacific;Anthropology;-17,86666667;S;;-148,0666667;W;435;Stratovolcano;U
1303-05-;13;03;-05-;Adams Seamount;Pacific-C;Potassium-Argon;-25,36666667;S;;-129,2666667;W;-39;Submarine volcano;D7
1303-06-;13;03;-06-;Macdonald;Austral Is-C Pacific;Historical;-28,98333333;S;;-140,25;W;-39;Submarine volcano;D2
1304-02-;13;04;-02-;Northern EPR-Segment RO2;Pacific-E;Magnetism;16,55;N;;-105,3166667;W;-2700;Submarine volcano;D7
1304-021;13;04;-021;Northern EPR-Segment RO3;Pacific-E;Magnetism;15,83333333;N;;-105,4333333;W;-2300;Submarine volcano;D7
1304-04-;13;04;-04-;Unnamed;Pacific-E;Historical;10,73333333;N;;-103,5833333;W;;Submarine volcano;D1
1304-05-;13;04;-05-;Unnamed;Pacific-E;Historical;9,833333333;N;;-104,3;W;-2500;Submarine volcano;D1
1304-07-;13;04;-07-;Galápagos Rift;Pacific-E;Historical;0,791666667;N;;-86,15;W;-2430;Submarine volcano;D2
1304-10-;13;04;-10-;Unnamed;Pacific-E;Historical;-8,266666667;S;;-107,95;W;-2800;Submarine volcano;D2
1304-12-;13;04;-12-;Southern EPR-Segment K;Pacific-E;Historical;-17,43611111;S;;-113,2061111;W;-2566;Submarine volcano;D2
1304-13-;13;04;-13-;Southern EPR-Segment J;Pacific-E;Magnetism;-18,175;S;;-113,35;W;-2650;Submarine volcano;D3
1304-14-;13;04;-14-;Southern EPR-Segment I;Pacific-E;Magnetism;-18,53333333;S;;-113,4166667;W;-2600;Submarine volcano;D2
1305-01-;13;05;-01-;Antipodes Island;Pacific-S;Holocene?;-49,68333333;S;;178,7666667;E;402;Pyroclastic cones;?
1305-02-;13;05;-02-;Unnamed;Pacific-S;Uncertain;-53,9;S;;-140,3;W;-1000;Submarine volcano;?
1305-03-;13;05;-03-;Unnamed;Pacific-S;Uncertain;-55,96666667;S;;-143,1666667;W;;Submarine volcano;?
1401-00-;14;01;-00-;Prieto, Cerro;México;Holocene?;32,41833333;N;;-115,305;W;223;Lava dome;?
1401-001;14;01;-001;Pinacate;México;Holocene;31,7725;N;*;-113,4983333;W;1200;Cinder cones;U
1401-002;14;01;-002;San Quintín Volc Field;México;Holocene?;30,46777778;N;*;-115,9963889;W;260;Cinder cones;?
1401-003;14;01;-003;San Luis, Isla;México;Holocene;29,96666667;N;;-114,4;W;180;Tuff cone;U
1401-004;14;01;-004;Jaraguay Volc Field;México;Holocene;29,33333333;N;*;-114,5;W;960;Cinder cones;U
1401-005;14;01;-005;Coronado;México;Fumarolic;29,08333333;N;;-113,5133333;W;440;Stratovolcano;U
1401-006;14;01;-006;Guadalupe;México;Holocene;29,06666667;N;;-118,2833333;W;1100;Shield volcano;U
1401-007;14;01;-007;San Borja Volc Field;México;Holocene;28,5;N;*;-113,75;W;1360;Cinder cones;U
1401-008;14;01;-008;Unnamed;México;Uncertain;28;N;;-115;W;;Submarine volcano?;?
1401-011;14;01;-011;Tortuga, Isla;México;Holocene;27,43333333;N;;-111,8833333;W;210;Shield volcano;U
1401-012;14;01;-012;Comondú-La Purísima;México;Holocene?;26;N;*;-111,9166667;W;780;Volcanic field;?
1401-01=;14;01;-01-;Tres Vírgenes;México;Holocene?;27,46972222;N;;-112,5911111;W;1940;Stratovolcanoes;?
1401-021;14;01;-021;Socorro;México-Is;Historical;18,78333333;N;;-110,95;W;1050;Shield volcano;D2
1401-022;14;01;-022;Durango Volc Field;México;Holocene;24,15;N;*;-104,45;W;2075;Cinder cones;U
1401-023;14;01;-023;Isabel, Isla;México;Holocene?;21,84833333;N;;-105,8861111;W;95;Tuff cones;?
1401-024;14;01;-024;Sangangüey;México;Holocene;21,45;N;;-104,7333333;W;2340;Stratovolcano;U
1401-02=;14;01;-02-;Bárcena;México-Is;Historical;19,3;N;;-110,8166667;W;332;Cinder cones;D2
1401-031;14;01;-031;Mascota Volc Field;México;Holocene;20,61666667;N;*;-104,8333333;W;2560;Cinder cones;U
1401-03=;14;01;-03-;Ceboruco;México;Historical;21,125;N;;-104,5083333;W;2280;Stratovolcano;D3
1401-04=;14;01;-04-;Colima;México;Historical;19,51388889;N;;-103,6166667;W;3850;Stratovolcanoes;D1
1401-061;14;01;-061;Zitácuaro-Valle de Bravo;México;Ar/Ar;19,4;N;*;-100,25;W;3500;Caldera;D7
1401-062;14;01;-062;Jocotitlán;México;Radiocarbon;19,73333333;N;;-99,75833333;W;3900;Stratovolcano;D6
1401-06=;14;01;-06-;Michoacán-Guanajuato;México;Historical;19,85;N;*;-101,75;W;3860;Cinder cones;D2
1401-07-;14;01;-07-;Toluca, Nevado de;México;Radiocarbon;19,10833333;N;;-99,75833333;W;4680;Stratovolcano;D7
1401-081;14;01;-081;Papayo;México;Holocene;19,30833333;N;;-98,7;W;3600;Lava dome;U
1401-082;14;01;-082;Iztaccíhuatl;México;Holocene;19,17888889;N;;-98,64166667;W;5230;Stratovolcano;U
1401-08=;14;01;-08-;Chichinautzin;México;Radiocarbon;19,08333333;N;*;-99,13333333;W;3930;Volcanic field;D6
1401-091;14;01;-091;Malinche, La;México;Radiocarbon;19,23083333;N;;-98,03194444;W;4461;Stratovolcano;D7
1401-092;14;01;-092;Serdán-Oriental;México;Holocene;19,26666667;N;*;-97,46666667;W;3485;Tuff cones;U
1401-093;14;01;-093;Humeros, Los;México;Holocene?;19,68333333;N;;-97,45;W;3150;Calderas;?
1401-094;14;01;-094;Atlixcos, Los;México;Holocene;19,80888889;N;;-96,52638889;W;800;Shield volcano;U
1401-095;14;01;-095;Naolinco Volc Field;México;Radiocarbon;19,66666667;N;*;-96,75;W;2000;Pyroclastic cones;D7
1401-096;14;01;-096;Cofre de Perote;México;Radiocarbon;19,49166667;N;;-97,15;W;4282;Shield volcanoes;D6
1401-097;14;01;-097;Gloria, La;México;Holocene;19,33333333;N;*;-97,25;W;3500;Volcanic field;U
1401-098;14;01;-098;Cumbres,  Las;México;Radiocarbon;19,15;N;;-97,26666667;W;3940;Stratovolcano;D7
1401-09=;14;01;-09-;Popocatépetl;México;Historical;19,02333333;N;;-98,62222222;W;5426;Stratovolcanoes;D1
1401-10=;14;01;-10-;Orizaba, Pico de;México;Historical;19,03;N;;-97,26805556;W;5675;Stratovolcano;D3
1401-11=;14;01;-11-;San Martín;México;Historical;18,56666667;N;;-95,2;W;1650;Shield volcano;D4
1401-12=;14;01;-12-;Chichón, El;México;Historical;17,36;N;;-93,22777778;W;1150;Lava domes;D2
1401-13=;14;01;-13-;Tacaná;México;Historical;15,13;N;;-92,1125;W;4060;Stratovolcano;D2
1402-02=;14;02;-02-;Tajumulco;Guatemala;Holocene;15,03444444;N;;-91,90333333;W;4220;Stratovolcano;U
1402-03=;14;02;-03-;Santa María;Guatemala;Historical;14,75583333;N;;-91,55166667;W;3772;Stratovolcano;D1
1402-04=;14;02;-04-;Almolonga;Guatemala;Historical;14,81666667;N;;-91,48333333;W;3197;Stratovolcano;D3
1402-06=;14;02;-06-;Atitlán;Guatemala;Historical;14,58277778;N;;-91,18638889;W;3535;Stratovolcano;D3
1402-07=;14;02;-07-;Tolimán;Guatemala;Holocene;14,6125;N;;-91,18916667;W;3158;Stratovolcano;U
1402-08=;14;02;-08-;Acatenango;Guatemala;Historical;14,50055556;N;;-90,87583333;W;3976;Stratovolcano;D2
1402-09=;14;02;-09-;Fuego;Guatemala;Historical;14,47277778;N;;-90,88027778;W;3763;Stratovolcano;D1
1402-10=;14;02;-10-;Agua;Guatemala;Holocene;14,46472222;N;;-90,74305556;W;3760;Stratovolcano;U
1402-111;14;02;-111;Cuilapa-Barbarena;Guatemala;Holocene;14,33333333;N;*;-90,4;W;1454;Volcanic field;U
1402-11=;14;02;-11-;Pacaya;Guatemala;Historical;14,38083333;N;;-90,60111111;W;2552;Complex volcano;D1
1402-121;14;02;-121;Jumaytepeque;Guatemala;Holocene?;14,33555556;N;;-90,26944444;W;1815;Stratovolcano;?
1402-12=;14;02;-12-;Tecuamburro;Guatemala;Radiocarbon;14,15611111;N;;-90,40694444;W;1845;Stratovolcano;D7
1402-13-;14;02;-13-;Moyuta;Guatemala;Hot Springs;14,03333333;N;;-90,1;W;1662;Stratovolcano;U
1402-14-;14;02;-14-;Flores;Guatemala;Holocene;14,30777778;N;*;-89,99222222;W;1600;Volcanic field;U
1402-141;14;02;-141;Tahual;Guatemala;Holocene;14,43333333;N;;-89,9;W;1716;Stratovolcano;U
1402-15-;14;02;-15-;Santiago, Cerro;Guatemala;Holocene;14,33333333;N;*;-89,86666667;W;1192;Volcanic field;U
1402-16-;14;02;-16-;Suchitán;Guatemala;Holocene;14,4;N;;-89,78333333;W;2042;Stratovolcanoes;U
1402-17-;14;02;-17-;Chingo;Guatemala;Holocene;14,11666667;N;*;-89,73333333;W;1775;Stratovolcano;U
1402-18-;14;02;-18-;Ixtepeque;Guatemala;Holocene;14,41666667;N;*;-89,68333333;W;1292;Lava domes;U
1402-19-;14;02;-19-;Ipala;Guatemala;Holocene;14,55;N;;-89,63333333;W;1650;Stratovolcano;U
1402-20-;14;02;-20-;Chiquimula Volc Field;Guatemala;Holocene;14,83333333;N;*;-89,55;W;1192;Cinder cones;U
1402-21-;14;02;-21-;Quezaltepeque;Guatemala;Holocene;14,56666667;N;;-89,45;W;1200;Volcanic field;U
1403-001;14;03;-001;San Diego;El Salvador;Holocene;14,26666667;N;*;-89,48333333;W;781;Volcanic field;U
1403-002;14;03;-002;Singüil, Cerro;El Salvador;Holocene;14,05;N;*;-89,65;W;957;Cinder cones;U
1403-01=;14;03;-01-;Apaneca Range;El Salvador;Holocene;13,89083333;N;;-89,78611111;W;2036;Stratovolcanoes;U
1403-02=;14;03;-02-;Santa Ana;El Salvador;Historical;13,85333333;N;;-89,63;W;2381;Stratovolcano;D1
1403-03=;14;03;-03-;Izalco;El Salvador;Historical;13,8125;N;;-89,63277778;W;1950;Stratovolcano;D2
1403-041;14;03;-041;Coatepeque Caldera;El Salvador;Holocene;13,86666667;N;;-89,55;W;746;Caldera;U
1403-051;14;03;-051;Cinotepeque, Cerro;El Salvador;Holocene;14,01666667;N;;-89,25;W;665;Volcanic field;U
1403-052;14;03;-052;Guazapa;El Salvador;Holocene?;13,9;N;;-89,11666667;W;1438;Stratovolcano;?
1403-05=;14;03;-05-;San Salvador;El Salvador;Historical;13,73416667;N;;-89,29388889;W;1893;Stratovolcano;D2
1403-06=;14;03;-06-;Ilopango;El Salvador;Historical;13,67166667;N;;-89,05333333;W;450;Caldera;D3
1403-071;14;03;-071;Apastepeque Field;El Salvador;Holocene;13,71666667;N;*;-88,76666667;W;700;Volcanic field;U
1403-072;14;03;-072;Taburete;El Salvador;Holocene?;13,435;N;;-88,53194444;W;1172;Stratovolcano;?
1403-07=;14;03;-07-;San Vicente;El Salvador;Holocene;13,59527778;N;;-88,8375;W;2182;Stratovolcano;U
1403-081;14;03;-081;Usulután;El Salvador;Holocene;13,41888889;N;;-88,47055556;W;1449;Stratovolcano;U
1403-082;14;03;-082;Tigre, El;El Salvador;Holocene;13,46666667;N;;-88,43333333;W;1640;Stratovolcano;U
1403-08=;14;03;-08-;Tecapa;El Salvador;Holocene;13,49388889;N;;-88,50222222;W;1593;Stratovolcano;U
1403-09=;14;03;-09-;Chinameca;El Salvador;Holocene;13,47777778;N;;-88,33027778;W;1300;Stratovolcano;U
1403-101;14;03;-101;Aramuaca, Laguna;El Salvador;Holocene;13,42833333;N;;-88,105;W;181;Maar;U
1403-10=;14;03;-10-;San Miguel;El Salvador;Historical;13,43388889;N;;-88,26916667;W;2130;Stratovolcano;D1
1403-11=;14;03;-11-;Conchagua;El Salvador;Uncertain;13,275;N;;-87,845;W;1225;Stratovolcano;?
1403-12=;14;03;-12-;Conchagüita;El Salvador;Historical;13,22861111;N;;-87,7675;W;505;Stratovolcano;D3
1403-13-;14;03;-13-;Tigre, Isla el;Honduras;Holocene;13,27222222;N;;-87,64055556;W;783;Stratovolcano;U
1403-14-;14;03;-14-;Zacate Grande, Isla;Honduras;Holocene;13,33333333;N;;-87,63333333;W;640;Stratovolcano;U
1403-15-;14;03;-15-;Yojoa, Lake;Honduras;Holocene;14,98333333;N;*;-87,98333333;W;1090;Volcanic field;U
1403-16-;14;03;-16-;Utila Island;Honduras;Holocene;16,1;N;*;-86,9;W;74;Pyroclastic cones;U
1404-01=;14;04;-01-;Cosigüina;Nicaragua;Historical;12,98333333;N;;-87,56666667;W;872;Stratovolcano;D3
1404-02=;14;04;-02-;San Cristóbal;Nicaragua;Historical;12,70166667;N;;-87,00361111;W;1745;Stratovolcano;D1
1404-04=;14;04;-04-;Telica;Nicaragua;Historical;12,6025;N;;-86,845;W;1061;Stratovolcanoes;D1
1404-06-;14;04;-06-;Rota;Nicaragua;Holocene;12,55;N;;-86,75;W;832;Stratovolcano;U
1404-07=;14;04;-07-;Negro, Cerro;Nicaragua;Historical;12,50611111;N;;-86,70194444;W;728;Cinder cones;D2
1404-08=;14;04;-08-;Pilas, Las;Nicaragua;Historical;12,49472222;N;;-86,68833333;W;1088;Complex volcano;D2
1404-091;14;04;-091;Apoyeque;Nicaragua;Radiocarbon;12,24166667;N;;-86,34166667;W;518;Pyroclastic shield;D7
1404-092;14;04;-092;Nejapa-Miraflores;Nicaragua;Tephrochronology;12,11666667;N;;-86,31666667;W;360;Fissure vents;D6
1404-09=;14;04;-09-;Momotombo;Nicaragua;Historical;12,4225;N;;-86,54;W;1297;Stratovolcano;D2
1404-101;14;04;-101;Granada;Nicaragua;Holocene;11,91666667;N;;-85,98333333;W;300;Fissure vents;U
1404-10=;14;04;-10-;Masaya;Nicaragua;Historical;11,98416667;N;;-86,16083333;W;635;Caldera;D1
1404-111;14;04;-111;Zapatera;Nicaragua;Holocene;11,73333333;N;;-85,81666667;W;629;Shield volcano;U
1404-11=;14;04;-11-;Mombacho;Nicaragua;Holocene;11,82611111;N;;-85,9675;W;1344;Stratovolcano;U
1404-12=;14;04;-12-;Concepción;Nicaragua;Historical;11,53777778;N;;-85,6225;W;1700;Stratovolcano;D1
1404-13-;14;04;-13-;Maderas;Nicaragua;Holocene;11,44555556;N;;-85,515;W;1394;Stratovolcano;U
1404-131;14;04;-131;Estelí;Nicaragua;Holocene?;13,16666667;N;*;-86,4;W;899;Fissure vents;?
1404-132;14;04;-132;Ciguatepe, Cerro el;Nicaragua;Holocene?;12,53333333;N;;-86,14166667;W;603;Stratovolcano;?
1404-133;14;04;-133;Lajas, Las;Nicaragua;Holocene?;12,3;N;;-85,73333333;W;926;Shield volcano;?
1404-14-;14;04;-14-;Azul, Volcán;Nicaragua;Holocene;12,53333333;N;*;-83,86666667;W;201;Cinder cones;U
1405-01=;14;05;-01-;Orosí;Costa Rica;Holocene?;10,98;N;;-85,47333333;W;1659;Stratovolcanoes;?
1405-02=;14;05;-02-;Rincón de la Vieja;Costa Rica;Historical;10,83;N;;-85,32388889;W;1916;Complex volcano;D2
1405-031;14;05;-031;Tenorio;Costa Rica;Holocene;10,67277778;N;;-85,015;W;1916;Stratovolcanoes;U
1405-033;14;05;-033;Arenal;Costa Rica;Historical;10,46333333;N;;-84,70333333;W;1670;Stratovolcano;D1
1405-034;14;05;-034;Platanar;Costa Rica;Holocene;10,3;N;;-84,36583333;W;2267;Stratovolcanoes;U
1405-03=;14;05;-03-;Miravalles;Costa Rica;Historical;10,74833333;N;;-85,15277778;W;2028;Stratovolcano;D2
1405-04=;14;05;-04-;Poás;Costa Rica;Historical;10,2;N;;-84,23277778;W;2708;Stratovolcano;D1
1405-05=;14;05;-05-;Barva;Costa Rica;Tephrochronology;10,135;N;;-84,1;W;2906;Complex volcano;D7
1405-06=;14;05;-06-;Irazú;Costa Rica;Historical;9,979166667;N;;-83,8525;W;3432;Stratovolcano;D2
1405-07=;14;05;-07-;Turrialba;Costa Rica;Historical;10,025;N;;-83,76694444;W;3340;Stratovolcano;D3
1406-01-;14;06;-01-;Barú;Panamá;Historical;8,807777778;N;;-82,54277778;W;3474;Stratovolcano;D5
1406-03-;14;06;-03-;Valle, El;Panamá;Holocene?;8,583333333;N;;-80,16666667;W;1185;Stratovolcano;?
1501-011;15;01;-011;Romeral;Colombia;Radiocarbon;5,205833333;N;;-75,36416667;W;3858;Stratovolcano;D7
1501-012;15;01;-012;Bravo, Cerro;Colombia;Radiocarbon;5,091666667;N;;-75,3;W;4000;Stratovolcano;D4
1501-021;15;01;-021;Santa Isabel;Colombia;Radiocarbon;4,816666667;N;;-75,36666667;W;4950;Shield volcano;D7
1501-02=;15;01;-02-;Ruiz, Nevado del;Colombia;Historical;4,895277778;N;;-75,3225;W;5321;Stratovolcano;D2
1501-03=;15;01;-03-;Tolima, Nevado del;Colombia;Historical;4,666666667;N;;-75,33333333;W;5200;Stratovolcano;D2
1501-04=;15;01;-04-;Machín;Colombia;Radiocarbon;4,483333333;N;;-75,39166667;W;2650;Stratovolcano;D6
1501-05=;15;01;-05-;Huila, Nevado del;Colombia;Historical;2,933333333;N;;-76,03333333;W;5364;Stratovolcano;D1
1501-061;15;01;-061;Sotará;Colombia;Holocene;2,108333333;N;;-76,59166667;W;4400;Stratovolcano;U
1501-062;15;01;-062;Petacas;Colombia;Holocene?;1,566666667;N;;-76,78333333;W;4054;Lava dome;?
1501-06=;15;01;-06-;Puracé;Colombia;Historical;2,316666667;N;;-76,4;W;4650;Stratovolcanoes;D2
1501-07=;15;01;-07-;Doña Juana;Colombia;Historical;1,466666667;N;;-76,91666667;W;4150;Stratovolcano;D2
1501-08=;15;01;-08-;Galeras;Colombia;Historical;1,216666667;N;;-77,36666667;W;4276;Complex volcano;D1
1501-09=;15;01;-09-;Azufral;Colombia;Radiocarbon;1,083333333;N;;-77,68333333;W;4070;Stratovolcano;D7
1501-10=;15;01;-10-;Cumbal;Colombia;Historical;0,95;N;;-77,86666667;W;4764;Stratovolcano;D2
1501-11=;15;01;-11-;Negro de Mayasquer, Cerro;Colombia;Holocene?;0,8275;N;;-77,96444444;W;4445;Stratovolcano;D2
1502-001;15;02;-001;Soche;Ecuador;Radiocarbon;0,552222222;N;;-77,57972222;W;3955;Stratovolcano;D7
1502-002;15;02;-002;Chachimbiro;Ecuador;Radiocarbon;0,468055556;N;;-78,28722222;W;4106;Stratovolcano;D7
1502-003;15;02;-003;Cuicocha;Ecuador;Radiocarbon;0,308333333;N;;-78,36388889;W;3246;Caldera;D6
1502-004;15;02;-004;Imbabura;Ecuador;Radiocarbon;0,2575;N;;-78,18277778;W;4609;Compound volcano;D7
1502-005;15;02;-005;Mojanda;Ecuador;Holocene?;0,133333333;N;;-78,26666667;W;4263;Stratovolcanoes;?
1502-006;15;02;-006;Cayambe;Ecuador;Historical;0,029166667;N;;-77,98583333;W;5790;Compound volcano;D4
1502-011;15;02;-011;Pululagua;Ecuador;Radiocarbon;0,038333333;N;;-78,46333333;W;3356;Caldera;D6
1502-01=;15;02;-01-;Reventador;Ecuador;Historical;-0,0775;S;;-77,65583333;W;3562;Stratovolcano;D1
1502-021;15;02;-021;Atacazo;Ecuador;Radiocarbon;-0,352777778;S;;-78,61694444;W;4463;Stratovolcano;D7
1502-022;15;02;-022;Chacana;Ecuador;Historical;-0,375;S;;-78,25;W;4643;Caldera;D4
1502-02=;15;02;-02-;Guagua Pichincha;Ecuador;Historical;-0,170833333;S;;-78,59833333;W;4784;Stratovolcano;D1
1502-03=;15;02;-03-;Antisana;Ecuador;Historical;-0,481388889;S;;-78,14083333;W;5753;Stratovolcano;D3
1502-041;15;02;-041;Illiniza;Ecuador;Holocene;-0,659444444;S;;-78,71361111;W;5248;Stratovolcano;U
1502-04=;15;02;-04-;Sumaco;Ecuador;Historical;-0,538055556;S;;-77,62583333;W;3990;Stratovolcano;D3
1502-05=;15;02;-05-;Cotopaxi;Ecuador;Historical;-0,677222222;S;;-78,43611111;W;5911;Stratovolcano;D2
1502-06=;15;02;-06-;Quilotoa;Ecuador;Radiocarbon;-0,85;S;;-78,9;W;3914;Caldera;D6
1502-071;15;02;-071;Chimborazo;Ecuador;Radiocarbon;-1,463888889;S;;-78,815;W;6310;Stratovolcano;D6
1502-081;15;02;-081;Licto;Ecuador;Holocene?;-1,780277778;S;*;-78,61333333;W;3336;Scoria cones;?
1502-08=;15;02;-08-;Tungurahua;Ecuador;Historical;-1,466944444;S;;-78,44166667;W;5023;Stratovolcano;D1
1502-09=;15;02;-09-;Sangay;Ecuador;Historical;-2,0025;S;;-78,34083333;W;5230;Stratovolcano;D1
1503-011;15;03;-011;Ecuador;Galápagos;Surface Exposure;-0,016666667;S;;-91,54583333;W;790;Shield volcano;D6
1503-01=;15;03;-01-;Fernandina;Galápagos;Historical;-0,366666667;S;;-91,55;W;1476;Shield volcano;D1
1503-02=;15;03;-02-;Wolf;Galápagos;Historical;0,016666667;N;;-91,35;W;1710;Shield volcano;D2
1503-03=;15;03;-03-;Darwin;Galápagos;Surface Exposure;-0,183333333;S;;-91,28333333;W;1330;Shield volcano;D3
1503-04=;15;03;-04-;Alcedo;Galápagos;Historical;-0,433333333;S;;-91,11666667;W;1130;Shield volcano;D2
1503-05=;15;03;-05-;Negra, Sierra;Galápagos;Historical;-0,833333333;S;;-91,16666667;W;1124;Shield volcano;D1
1503-06=;15;03;-06-;Azul, Cerro;Galápagos;Historical;-0,916666667;S;;-91,40833333;W;1640;Shield volcano;D1
1503-07=;15;03;-07-;Pinta;Galápagos;Historical;0,583333333;N;;-90,75;W;780;Shield volcano;D2
1503-081;15;03;-081;Genovesa;Galápagos;Holocene;0,316666667;N;;-89,95833333;W;64;Shield volcano;U
1503-08=;15;03;-08-;Marchena;Galápagos;Historical;0,333333333;N;;-90,46666667;W;343;Shield volcano;D2
1503-091;15;03;-091;Santa Cruz;Galápagos;Holocene;-0,616666667;S;;-90,33333333;W;864;Shield volcano;U
